image1,image1_path,image2,image2_path,distance,confidence,similarity
349_60f37449.jpg,(datasets/house_styles/all_images/349_60f37449.jpg),420_dc34f8c6.jpg,(datasets/house_styles/all_images/420_dc34f8c6.jpg),1.0042,0.0042,
177_3216f03e.jpg,(datasets/house_styles/all_images/177_3216f03e.jpg),262_8a21b6d1.jpg,(datasets/house_styles/all_images/262_8a21b6d1.jpg),1.0046,0.0046,
092_0cd80084.jpg,(datasets/house_styles/all_images/092_0cd80084.jpg),001_beaee5fe.jpg,(datasets/house_styles/all_images/001_beaee5fe.jpg),1.005,0.005,
083_b149d914.jpg,(datasets/house_styles/all_images/083_b149d914.jpg),454_3180c2dd.jpg,(datasets/house_styles/all_images/454_3180c2dd.jpg),1.0051,0.0051,
014_459a0075.jpg,(datasets/house_styles/all_images/014_459a0075.jpg),048_0a8b5dde.jpg,(datasets/house_styles/all_images/048_0a8b5dde.jpg),1.0051,0.0051,
342_9ee8b214.jpg,(datasets/house_styles/all_images/342_9ee8b214.jpg),414_ee23c62f.jpg,(datasets/house_styles/all_images/414_ee23c62f.jpg),0.9948,0.0052,
031_a6f9a9fe.jpg,(datasets/house_styles/all_images/031_a6f9a9fe.jpg),010_0e38a333.jpg,(datasets/house_styles/all_images/010_0e38a333.jpg),1.0054,0.0054,
068_b5fe6a9b.jpg,(datasets/house_styles/all_images/068_b5fe6a9b.jpg),501_bcd7edcd.jpg,(datasets/house_styles/all_images/501_bcd7edcd.jpg),1.0054,0.0054,
130_3436e91b.jpg,(datasets/house_styles/all_images/130_3436e91b.jpg),123_aa386d79.jpg,(datasets/house_styles/all_images/123_aa386d79.jpg),1.0054,0.0054,
176_b6772afe.jpg,(datasets/house_styles/all_images/176_b6772afe.jpg),014_459a0075.jpg,(datasets/house_styles/all_images/014_459a0075.jpg),0.9945,0.0055,
227_33071f4b.jpg,(datasets/house_styles/all_images/227_33071f4b.jpg),149_0d19bc77.jpg,(datasets/house_styles/all_images/149_0d19bc77.jpg),1.0059,0.0059,
137_16e3cfb6.jpg,(datasets/house_styles/all_images/137_16e3cfb6.jpg),343_354bff03.jpg,(datasets/house_styles/all_images/343_354bff03.jpg),1.006,0.006,
117_d5ce16c2.jpg,(datasets/house_styles/all_images/117_d5ce16c2.jpg),202_55578dea.jpg,(datasets/house_styles/all_images/202_55578dea.jpg),1.0061,0.0061,
001_d2c7428a.jpg,(datasets/house_styles/all_images/001_d2c7428a.jpg),250_27aa4502.jpg,(datasets/house_styles/all_images/250_27aa4502.jpg),1.0062,0.0062,
158_0e3358fe.jpg,(datasets/house_styles/all_images/158_0e3358fe.jpg),164_45199ef9.jpg,(datasets/house_styles/all_images/164_45199ef9.jpg),0.9937,0.0063,
068_dc83e73a.jpg,(datasets/house_styles/all_images/068_dc83e73a.jpg),061_0e8f4935.jpg,(datasets/house_styles/all_images/061_0e8f4935.jpg),0.9936,0.0064,
005_eda52226.jpg,(datasets/house_styles/all_images/005_eda52226.jpg),091_1e37e2fa.jpg,(datasets/house_styles/all_images/091_1e37e2fa.jpg),1.0064,0.0064,
233_ca38f1ee.jpg,(datasets/house_styles/all_images/233_ca38f1ee.jpg),186_ab31fc0e.jpg,(datasets/house_styles/all_images/186_ab31fc0e.jpg),0.9935,0.0065,
233_ca38f1ee.jpg,(datasets/house_styles/all_images/233_ca38f1ee.jpg),236_8b82502f.jpg,(datasets/house_styles/all_images/236_8b82502f.jpg),0.9935,0.0065,
122_ddafaefd.jpg,(datasets/house_styles/all_images/122_ddafaefd.jpg),245_579b3304.jpg,(datasets/house_styles/all_images/245_579b3304.jpg),0.9935,0.0065,
219_d4a22bde.jpg,(datasets/house_styles/all_images/219_d4a22bde.jpg),291_87a33ca7.jpg,(datasets/house_styles/all_images/291_87a33ca7.jpg),0.9933,0.0067,
350_ff091a99.jpg,(datasets/house_styles/all_images/350_ff091a99.jpg),163_83960f4c.jpg,(datasets/house_styles/all_images/163_83960f4c.jpg),0.9933,0.0067,
129_eef5c8a1.jpg,(datasets/house_styles/all_images/129_eef5c8a1.jpg),428_d2a99125.jpg,(datasets/house_styles/all_images/428_d2a99125.jpg),1.0073,0.0073,
273_95a29a86.jpg,(datasets/house_styles/all_images/273_95a29a86.jpg),453_d7b5d246.jpg,(datasets/house_styles/all_images/453_d7b5d246.jpg),0.9923,0.0077,
094_c29b2dc0.jpg,(datasets/house_styles/all_images/094_c29b2dc0.jpg),454_3180c2dd.jpg,(datasets/house_styles/all_images/454_3180c2dd.jpg),1.008,0.008,
007_64a3e2e9.jpg,(datasets/house_styles/all_images/007_64a3e2e9.jpg),511_150e9942.jpg,(datasets/house_styles/all_images/511_150e9942.jpg),0.992,0.008,
158_0e3358fe.jpg,(datasets/house_styles/all_images/158_0e3358fe.jpg),221_cbdbfa68.jpg,(datasets/house_styles/all_images/221_cbdbfa68.jpg),1.0084,0.0084,
050_ffb00e12.jpg,(datasets/house_styles/all_images/050_ffb00e12.jpg),203_686226e0.jpg,(datasets/house_styles/all_images/203_686226e0.jpg),0.9916,0.0084,
376_3473d618.jpg,(datasets/house_styles/all_images/376_3473d618.jpg),208_78b28f8b.jpg,(datasets/house_styles/all_images/208_78b28f8b.jpg),1.0084,0.0084,
163_de1fdac4.jpg,(datasets/house_styles/all_images/163_de1fdac4.jpg),139_38ae72c7.jpg,(datasets/house_styles/all_images/139_38ae72c7.jpg),0.9912,0.0088,
294_3260f65d.jpg,(datasets/house_styles/all_images/294_3260f65d.jpg),339_c832b6cc.jpg,(datasets/house_styles/all_images/339_c832b6cc.jpg),1.0088,0.0088,
060_8fb534d5.jpg,(datasets/house_styles/all_images/060_8fb534d5.jpg),301_b73b9663.jpg,(datasets/house_styles/all_images/301_b73b9663.jpg),1.0088,0.0088,
190_c9f886f6.jpg,(datasets/house_styles/all_images/190_c9f886f6.jpg),129_50e2e0b5.jpg,(datasets/house_styles/all_images/129_50e2e0b5.jpg),1.009,0.009,
002_8cdb5424.jpg,(datasets/house_styles/all_images/002_8cdb5424.jpg),077_fd3da9e2.jpg,(datasets/house_styles/all_images/077_fd3da9e2.jpg),1.0091,0.0091,
125_b3f68f40.jpg,(datasets/house_styles/all_images/125_b3f68f40.jpg),100_b2a006af.jpg,(datasets/house_styles/all_images/100_b2a006af.jpg),0.9908,0.0092,
067_c93d4864.jpg,(datasets/house_styles/all_images/067_c93d4864.jpg),112_e6cb24b4.jpg,(datasets/house_styles/all_images/112_e6cb24b4.jpg),1.0097,0.0097,
045_9fea1e51.jpg,(datasets/house_styles/all_images/045_9fea1e51.jpg),069_d3bedc1f.jpg,(datasets/house_styles/all_images/069_d3bedc1f.jpg),1.0103,0.0103,
105_1c926771.jpg,(datasets/house_styles/all_images/105_1c926771.jpg),507_7d484885.jpg,(datasets/house_styles/all_images/507_7d484885.jpg),1.0105,0.0105,
067_c93d4864.jpg,(datasets/house_styles/all_images/067_c93d4864.jpg),262_8a21b6d1.jpg,(datasets/house_styles/all_images/262_8a21b6d1.jpg),0.9895,0.0105,
018_64add206.jpg,(datasets/house_styles/all_images/018_64add206.jpg),055_55fbf3ef.jpg,(datasets/house_styles/all_images/055_55fbf3ef.jpg),1.0106,0.0106,
212_aea88577.jpg,(datasets/house_styles/all_images/212_aea88577.jpg),082_40db5260.jpg,(datasets/house_styles/all_images/082_40db5260.jpg),1.0109,0.0109,
002_8cdb5424.jpg,(datasets/house_styles/all_images/002_8cdb5424.jpg),118_d035210b.jpg,(datasets/house_styles/all_images/118_d035210b.jpg),0.9884,0.0116,
345_5b688cce.jpg,(datasets/house_styles/all_images/345_5b688cce.jpg),083_b149d914.jpg,(datasets/house_styles/all_images/083_b149d914.jpg),0.9884,0.0116,
018_64add206.jpg,(datasets/house_styles/all_images/018_64add206.jpg),376_3473d618.jpg,(datasets/house_styles/all_images/376_3473d618.jpg),1.0119,0.0119,
049_745f0b5c.jpg,(datasets/house_styles/all_images/049_745f0b5c.jpg),173_e9257949.jpg,(datasets/house_styles/all_images/173_e9257949.jpg),1.0124,0.0124,
057_28786773.jpg,(datasets/house_styles/all_images/057_28786773.jpg),122_e44a0cb3.jpg,(datasets/house_styles/all_images/122_e44a0cb3.jpg),1.0126,0.0126,
177_3216f03e.jpg,(datasets/house_styles/all_images/177_3216f03e.jpg),501_bcd7edcd.jpg,(datasets/house_styles/all_images/501_bcd7edcd.jpg),0.9871,0.0129,
009_f852438c.jpg,(datasets/house_styles/all_images/009_f852438c.jpg),142_a3bbdd3d.jpg,(datasets/house_styles/all_images/142_a3bbdd3d.jpg),1.0129,0.0129,
017_ffb23173.jpg,(datasets/house_styles/all_images/017_ffb23173.jpg),504_06424815.jpg,(datasets/house_styles/all_images/504_06424815.jpg),1.013,0.013,
272_3262745c.jpg,(datasets/house_styles/all_images/272_3262745c.jpg),501_bcd7edcd.jpg,(datasets/house_styles/all_images/501_bcd7edcd.jpg),0.9869,0.0131,
012_f438db3a.jpg,(datasets/house_styles/all_images/012_f438db3a.jpg),069_d3bedc1f.jpg,(datasets/house_styles/all_images/069_d3bedc1f.jpg),1.0132,0.0132,
223_ad04fd37.jpg,(datasets/house_styles/all_images/223_ad04fd37.jpg),026_01045d0b.jpg,(datasets/house_styles/all_images/026_01045d0b.jpg),1.0132,0.0132,
345_5b688cce.jpg,(datasets/house_styles/all_images/345_5b688cce.jpg),007_64a3e2e9.jpg,(datasets/house_styles/all_images/007_64a3e2e9.jpg),1.0133,0.0133,
117_d5ce16c2.jpg,(datasets/house_styles/all_images/117_d5ce16c2.jpg),006_ec7e3943.jpg,(datasets/house_styles/all_images/006_ec7e3943.jpg),1.0137,0.0137,
078_abdcd606.jpg,(datasets/house_styles/all_images/078_abdcd606.jpg),201_edbb9f6e.jpg,(datasets/house_styles/all_images/201_edbb9f6e.jpg),1.0139,0.0139,
386_03e0eca7.jpg,(datasets/house_styles/all_images/386_03e0eca7.jpg),096_788887ff.jpg,(datasets/house_styles/all_images/096_788887ff.jpg),0.9857,0.0143,
007_64a3e2e9.jpg,(datasets/house_styles/all_images/007_64a3e2e9.jpg),501_bcd7edcd.jpg,(datasets/house_styles/all_images/501_bcd7edcd.jpg),1.0143,0.0143,
018_64add206.jpg,(datasets/house_styles/all_images/018_64add206.jpg),219_d4a22bde.jpg,(datasets/house_styles/all_images/219_d4a22bde.jpg),1.0143,0.0143,
221_cbdbfa68.jpg,(datasets/house_styles/all_images/221_cbdbfa68.jpg),194_a66427af.jpg,(datasets/house_styles/all_images/194_a66427af.jpg),1.0145,0.0145,
042_06b56791.jpg,(datasets/house_styles/all_images/042_06b56791.jpg),028_977e3b62.jpg,(datasets/house_styles/all_images/028_977e3b62.jpg),1.0149,0.0149,
023_5efdbc2d.jpg,(datasets/house_styles/all_images/023_5efdbc2d.jpg),130_3436e91b.jpg,(datasets/house_styles/all_images/130_3436e91b.jpg),1.015,0.015,
352_a6c3229c.jpg,(datasets/house_styles/all_images/352_a6c3229c.jpg),153_acb5cd48.jpg,(datasets/house_styles/all_images/153_acb5cd48.jpg),1.0152,0.0152,
142_12fc668a.jpg,(datasets/house_styles/all_images/142_12fc668a.jpg),257_f1b4cd5b.jpg,(datasets/house_styles/all_images/257_f1b4cd5b.jpg),0.9847,0.0153,
001_d2c7428a.jpg,(datasets/house_styles/all_images/001_d2c7428a.jpg),297_e9c8dc5c.jpg,(datasets/house_styles/all_images/297_e9c8dc5c.jpg),1.0155,0.0155,
168_bbf12d12.jpg,(datasets/house_styles/all_images/168_bbf12d12.jpg),138_03bf52ae.jpg,(datasets/house_styles/all_images/138_03bf52ae.jpg),1.0157,0.0157,
168_bbf12d12.jpg,(datasets/house_styles/all_images/168_bbf12d12.jpg),097_41e7ad48.jpg,(datasets/house_styles/all_images/097_41e7ad48.jpg),1.0157,0.0157,
196_4a29195b.jpg,(datasets/house_styles/all_images/196_4a29195b.jpg),010_0e38a333.jpg,(datasets/house_styles/all_images/010_0e38a333.jpg),0.9842,0.0158,
350_ff091a99.jpg,(datasets/house_styles/all_images/350_ff091a99.jpg),018_64add206.jpg,(datasets/house_styles/all_images/018_64add206.jpg),0.9835,0.0165,
067_c93d4864.jpg,(datasets/house_styles/all_images/067_c93d4864.jpg),310_10bdb154.jpg,(datasets/house_styles/all_images/310_10bdb154.jpg),0.9834,0.0166,
012_f54e5947.jpg,(datasets/house_styles/all_images/012_f54e5947.jpg),238_223f3e13.jpg,(datasets/house_styles/all_images/238_223f3e13.jpg),1.0169,0.0169,
002_8cdb5424.jpg,(datasets/house_styles/all_images/002_8cdb5424.jpg),052_f4f97004.jpg,(datasets/house_styles/all_images/052_f4f97004.jpg),1.0169,0.0169,
125_743047fb.jpg,(datasets/house_styles/all_images/125_743047fb.jpg),048_9f5d3f2c.jpg,(datasets/house_styles/all_images/048_9f5d3f2c.jpg),0.983,0.017,
163_83960f4c.jpg,(datasets/house_styles/all_images/163_83960f4c.jpg),238_223f3e13.jpg,(datasets/house_styles/all_images/238_223f3e13.jpg),0.9829,0.0171,
414_ee23c62f.jpg,(datasets/house_styles/all_images/414_ee23c62f.jpg),415_4b0724cb.jpg,(datasets/house_styles/all_images/415_4b0724cb.jpg),1.0173,0.0173,
429_bd3086cc.jpg,(datasets/house_styles/all_images/429_bd3086cc.jpg),131_c09d4a3f.jpg,(datasets/house_styles/all_images/131_c09d4a3f.jpg),0.9825,0.0175,
008_a0cf2e04.jpg,(datasets/house_styles/all_images/008_a0cf2e04.jpg),194_a66427af.jpg,(datasets/house_styles/all_images/194_a66427af.jpg),0.9822,0.0178,
168_73a8fa29.jpg,(datasets/house_styles/all_images/168_73a8fa29.jpg),105_1c926771.jpg,(datasets/house_styles/all_images/105_1c926771.jpg),0.982,0.018,
284_1d326f0c.jpg,(datasets/house_styles/all_images/284_1d326f0c.jpg),376_3473d618.jpg,(datasets/house_styles/all_images/376_3473d618.jpg),1.018,0.018,
363_12412886.jpg,(datasets/house_styles/all_images/363_12412886.jpg),055_55fbf3ef.jpg,(datasets/house_styles/all_images/055_55fbf3ef.jpg),0.9814,0.0186,
058_a50b945b.jpg,(datasets/house_styles/all_images/058_a50b945b.jpg),005_86125b98.jpg,(datasets/house_styles/all_images/005_86125b98.jpg),0.9813,0.0187,
040_320b140b.jpg,(datasets/house_styles/all_images/040_320b140b.jpg),130_3436e91b.jpg,(datasets/house_styles/all_images/130_3436e91b.jpg),0.981,0.019,
229_c8c54b60.jpg,(datasets/house_styles/all_images/229_c8c54b60.jpg),493_2782a145.jpg,(datasets/house_styles/all_images/493_2782a145.jpg),0.9808,0.0192,
143_606cf1bf.jpg,(datasets/house_styles/all_images/143_606cf1bf.jpg),123_aa386d79.jpg,(datasets/house_styles/all_images/123_aa386d79.jpg),1.0193,0.0193,
093_a5e0acc5.jpg,(datasets/house_styles/all_images/093_a5e0acc5.jpg),026_01045d0b.jpg,(datasets/house_styles/all_images/026_01045d0b.jpg),0.9804,0.0196,
133_91a1133a.jpg,(datasets/house_styles/all_images/133_91a1133a.jpg),026_01045d0b.jpg,(datasets/house_styles/all_images/026_01045d0b.jpg),0.9804,0.0196,
143_606cf1bf.jpg,(datasets/house_styles/all_images/143_606cf1bf.jpg),151_d0e35309.jpg,(datasets/house_styles/all_images/151_d0e35309.jpg),0.98,0.02,
132_8e5fa493.jpg,(datasets/house_styles/all_images/132_8e5fa493.jpg),129_50e2e0b5.jpg,(datasets/house_styles/all_images/129_50e2e0b5.jpg),1.0202,0.0202,
304_7774d253.jpg,(datasets/house_styles/all_images/304_7774d253.jpg),049_745f0b5c.jpg,(datasets/house_styles/all_images/049_745f0b5c.jpg),1.0208,0.0208,
304_7774d253.jpg,(datasets/house_styles/all_images/304_7774d253.jpg),343_354bff03.jpg,(datasets/house_styles/all_images/343_354bff03.jpg),1.021,0.021,
168_73a8fa29.jpg,(datasets/house_styles/all_images/168_73a8fa29.jpg),382_761139e9.jpg,(datasets/house_styles/all_images/382_761139e9.jpg),0.9788,0.0212,
376_3473d618.jpg,(datasets/house_styles/all_images/376_3473d618.jpg),343_354bff03.jpg,(datasets/house_styles/all_images/343_354bff03.jpg),1.0215,0.0215,
168_84d91ee2.jpg,(datasets/house_styles/all_images/168_84d91ee2.jpg),208_78b28f8b.jpg,(datasets/house_styles/all_images/208_78b28f8b.jpg),1.0215,0.0215,
167_65150acf.jpg,(datasets/house_styles/all_images/167_65150acf.jpg),487_6af5bc71.jpg,(datasets/house_styles/all_images/487_6af5bc71.jpg),0.9783,0.0217,
198_7df0d8be.jpg,(datasets/house_styles/all_images/198_7df0d8be.jpg),059_fc270a5f.jpg,(datasets/house_styles/all_images/059_fc270a5f.jpg),1.0217,0.0217,
177_3216f03e.jpg,(datasets/house_styles/all_images/177_3216f03e.jpg),151_d0e35309.jpg,(datasets/house_styles/all_images/151_d0e35309.jpg),1.0,0.0,0.0
205_0ec9560b.jpg,(datasets/house_styles/all_images/205_0ec9560b.jpg),212_aea88577.jpg,(datasets/house_styles/all_images/212_aea88577.jpg),0.9997,0.0003,0.0
005_dbecd9c4.jpg,(datasets/house_styles/all_images/005_dbecd9c4.jpg),018_d675e0cc.jpg,(datasets/house_styles/all_images/018_d675e0cc.jpg),0.999,0.001,0.0
227_33071f4b.jpg,(datasets/house_styles/all_images/227_33071f4b.jpg),225_25606f44.jpg,(datasets/house_styles/all_images/225_25606f44.jpg),1.0012,0.0012,0.0
338_ad39cc5d.jpg,(datasets/house_styles/all_images/338_ad39cc5d.jpg),310_10bdb154.jpg,(datasets/house_styles/all_images/310_10bdb154.jpg),1.0016,0.0016,0.0
130_1d93de4f.jpg,(datasets/house_styles/all_images/130_1d93de4f.jpg),184_ad1b48b8.jpg,(datasets/house_styles/all_images/184_ad1b48b8.jpg),1.0017,0.0017,0.0
199_e4e5df84.jpg,(datasets/house_styles/all_images/199_e4e5df84.jpg),039_31ff85ea.jpg,(datasets/house_styles/all_images/039_31ff85ea.jpg),0.9982,0.0018,0.0
004_7a46c013.jpg,(datasets/house_styles/all_images/004_7a46c013.jpg),229_c8c54b60.jpg,(datasets/house_styles/all_images/229_c8c54b60.jpg),0.9981,0.0019,0.0
410_43ec7ac3.jpg,(datasets/house_styles/all_images/410_43ec7ac3.jpg),034_ad26fac6.jpg,(datasets/house_styles/all_images/034_ad26fac6.jpg),0.9978,0.0022,0.0
005_dbecd9c4.jpg,(datasets/house_styles/all_images/005_dbecd9c4.jpg),026_01045d0b.jpg,(datasets/house_styles/all_images/026_01045d0b.jpg),0.9975,0.0025,0.0
357_27ab49c8.jpg,(datasets/house_styles/all_images/357_27ab49c8.jpg),469_1ad24162.jpg,(datasets/house_styles/all_images/469_1ad24162.jpg),1.0026,0.0026,0.0
103_cd0a617c.jpg,(datasets/house_styles/all_images/103_cd0a617c.jpg),042_06b56791.jpg,(datasets/house_styles/all_images/042_06b56791.jpg),1.0031,0.0031,0.0
005_dbecd9c4.jpg,(datasets/house_styles/all_images/005_dbecd9c4.jpg),095_0a434ed3.jpg,(datasets/house_styles/all_images/095_0a434ed3.jpg),1.0036,0.0036,0.0
304_7774d253.jpg,(datasets/house_styles/all_images/304_7774d253.jpg),156_55935f6b.jpg,(datasets/house_styles/all_images/156_55935f6b.jpg),0.996,0.004,0.0
012_f54e5947.jpg,(datasets/house_styles/all_images/012_f54e5947.jpg),089_23d6d672.jpg,(datasets/house_styles/all_images/089_23d6d672.jpg),0.9958,0.0042,0.0
035_7b4de4fd.jpg,(datasets/house_styles/all_images/035_7b4de4fd.jpg),199_e4e5df84.jpg,(datasets/house_styles/all_images/199_e4e5df84.jpg),0.9954,0.0046,0.0
394_8fc176b2.jpg,(datasets/house_styles/all_images/394_8fc176b2.jpg),156_55935f6b.jpg,(datasets/house_styles/all_images/156_55935f6b.jpg),0.9953,0.0047,0.0
524_adfc8645.jpg,(datasets/house_styles/all_images/524_adfc8645.jpg),003_4600a7ff.jpg,(datasets/house_styles/all_images/003_4600a7ff.jpg),0.9953,0.0047,0.0
201_edbb9f6e.jpg,(datasets/house_styles/all_images/201_edbb9f6e.jpg),082_40db5260.jpg,(datasets/house_styles/all_images/082_40db5260.jpg),1.0048,0.0048,0.0
040_6ddfd3e7.jpg,(datasets/house_styles/all_images/040_6ddfd3e7.jpg),112_e6cb24b4.jpg,(datasets/house_styles/all_images/112_e6cb24b4.jpg),1.0049,0.0049,0.0
376_3473d618.jpg,(datasets/house_styles/all_images/376_3473d618.jpg),018_d675e0cc.jpg,(datasets/house_styles/all_images/018_d675e0cc.jpg),0.9945,0.0055,0.0
114_74c3329d.jpg,(datasets/house_styles/all_images/114_74c3329d.jpg),001_beaee5fe.jpg,(datasets/house_styles/all_images/001_beaee5fe.jpg),1.0056,0.0056,0.0
284_1d326f0c.jpg,(datasets/house_styles/all_images/284_1d326f0c.jpg),147_579b3c29.jpg,(datasets/house_styles/all_images/147_579b3c29.jpg),0.9942,0.0058,0.0
043_0c48915e.jpg,(datasets/house_styles/all_images/043_0c48915e.jpg),493_2782a145.jpg,(datasets/house_styles/all_images/493_2782a145.jpg),1.0061,0.0061,0.0
301_b73b9663.jpg,(datasets/house_styles/all_images/301_b73b9663.jpg),009_f852438c.jpg,(datasets/house_styles/all_images/009_f852438c.jpg),1.0061,0.0061,0.0
049_745f0b5c.jpg,(datasets/house_styles/all_images/049_745f0b5c.jpg),069_3a6f2b43.jpg,(datasets/house_styles/all_images/069_3a6f2b43.jpg),1.0061,0.0061,0.0
485_1c18da79.jpg,(datasets/house_styles/all_images/485_1c18da79.jpg),142_a3bbdd3d.jpg,(datasets/house_styles/all_images/142_a3bbdd3d.jpg),0.9939,0.0061,0.0
137_16e3cfb6.jpg,(datasets/house_styles/all_images/137_16e3cfb6.jpg),199_e4e5df84.jpg,(datasets/house_styles/all_images/199_e4e5df84.jpg),1.0063,0.0063,0.0
196_95e8f791.jpg,(datasets/house_styles/all_images/196_95e8f791.jpg),106_253755c1.jpg,(datasets/house_styles/all_images/106_253755c1.jpg),0.9935,0.0065,0.0
061_0e8f4935.jpg,(datasets/house_styles/all_images/061_0e8f4935.jpg),257_f69240b9.jpg,(datasets/house_styles/all_images/257_f69240b9.jpg),0.9929,0.0071,0.0
366_08eff319.jpg,(datasets/house_styles/all_images/366_08eff319.jpg),229_c8c54b60.jpg,(datasets/house_styles/all_images/229_c8c54b60.jpg),1.0075,0.0075,0.0
389_08eeac29.jpg,(datasets/house_styles/all_images/389_08eeac29.jpg),069_d3bedc1f.jpg,(datasets/house_styles/all_images/069_d3bedc1f.jpg),0.9915,0.0085,0.0
014_459a0075.jpg,(datasets/house_styles/all_images/014_459a0075.jpg),155_732ad883.jpg,(datasets/house_styles/all_images/155_732ad883.jpg),1.0089,0.0089,0.0
203_686226e0.jpg,(datasets/house_styles/all_images/203_686226e0.jpg),053_9f014739.jpg,(datasets/house_styles/all_images/053_9f014739.jpg),1.0092,0.0092,0.0
203_686226e0.jpg,(datasets/house_styles/all_images/203_686226e0.jpg),284_404c75b4.jpg,(datasets/house_styles/all_images/284_404c75b4.jpg),0.9908,0.0092,0.0
