image1,image1_path,image2,image2_path,similarity
363_12412886.jpg,(datasets/house_styles/all_images/363_12412886.jpg),267_4433e7a0.jpg,(datasets/house_styles/all_images/267_4433e7a0.jpg),3
493_2782a145.jpg,(datasets/house_styles/all_images/493_2782a145.jpg),115_bcdaf595.jpg,(datasets/house_styles/all_images/115_bcdaf595.jpg),2
345_5b688cce.jpg,(datasets/house_styles/all_images/345_5b688cce.jpg),177_4cc50260.jpg,(datasets/house_styles/all_images/177_4cc50260.jpg),0.0
060_8fb534d5.jpg,(datasets/house_styles/all_images/060_8fb534d5.jpg),017_ffb23173.jpg,(datasets/house_styles/all_images/017_ffb23173.jpg),0.0
419_b4f308b3.jpg,(datasets/house_styles/all_images/419_b4f308b3.jpg),235_9d901e22.jpg,(datasets/house_styles/all_images/235_9d901e22.jpg),1
427_31f4d6f2.jpg,(datasets/house_styles/all_images/427_31f4d6f2.jpg),035_6e7ff66b.jpg,(datasets/house_styles/all_images/035_6e7ff66b.jpg),0.0
021_25ad37e4.jpg,(datasets/house_styles/all_images/021_25ad37e4.jpg),449_f4fc9f5c.jpg,(datasets/house_styles/all_images/449_f4fc9f5c.jpg),0.0
005_86125b98.jpg,(datasets/house_styles/all_images/005_86125b98.jpg),206_08d285c6.jpg,(datasets/house_styles/all_images/206_08d285c6.jpg),0.0
062_a5891b74.jpg,(datasets/house_styles/all_images/062_a5891b74.jpg),021_083b8fe4.jpg,(datasets/house_styles/all_images/021_083b8fe4.jpg),0.0
374_77df1653.jpg,(datasets/house_styles/all_images/374_77df1653.jpg),026_312b7c51.jpg,(datasets/house_styles/all_images/026_312b7c51.jpg),0.0
443_c3788bc5.jpg,(datasets/house_styles/all_images/443_c3788bc5.jpg),024_74f0858b.jpg,(datasets/house_styles/all_images/024_74f0858b.jpg),1
342_9ee8b214.jpg,(datasets/house_styles/all_images/342_9ee8b214.jpg),484_fbf31c35.jpg,(datasets/house_styles/all_images/484_fbf31c35.jpg),0.0
055_6622ba93.jpg,(datasets/house_styles/all_images/055_6622ba93.jpg),160_392e08da.jpg,(datasets/house_styles/all_images/160_392e08da.jpg),2
078_9e2d5f02.jpg,(datasets/house_styles/all_images/078_9e2d5f02.jpg),009_91fd0193.jpg,(datasets/house_styles/all_images/009_91fd0193.jpg),0.0
130_1d93de4f.jpg,(datasets/house_styles/all_images/130_1d93de4f.jpg),291_93109531.jpg,(datasets/house_styles/all_images/291_93109531.jpg),0.0
153_acb5cd48.jpg,(datasets/house_styles/all_images/153_acb5cd48.jpg),057_28786773.jpg,(datasets/house_styles/all_images/057_28786773.jpg),0.0
103_e1440563.jpg,(datasets/house_styles/all_images/103_e1440563.jpg),501_bcd7edcd.jpg,(datasets/house_styles/all_images/501_bcd7edcd.jpg),3
166_cb292a05.jpg,(datasets/house_styles/all_images/166_cb292a05.jpg),172_f807dd8b.jpg,(datasets/house_styles/all_images/172_f807dd8b.jpg),0.0
103_e1440563.jpg,(datasets/house_styles/all_images/103_e1440563.jpg),094_c29b2dc0.jpg,(datasets/house_styles/all_images/094_c29b2dc0.jpg),2
002_5ef9df19.jpg,(datasets/house_styles/all_images/002_5ef9df19.jpg),116_32f01ef6.jpg,(datasets/house_styles/all_images/116_32f01ef6.jpg),0.0
093_a5e0acc5.jpg,(datasets/house_styles/all_images/093_a5e0acc5.jpg),060_26c18ddf.jpg,(datasets/house_styles/all_images/060_26c18ddf.jpg),2
118_8b40a003.jpg,(datasets/house_styles/all_images/118_8b40a003.jpg),406_e5e906d6.jpg,(datasets/house_styles/all_images/406_e5e906d6.jpg),2
184_4eb75826.jpg,(datasets/house_styles/all_images/184_4eb75826.jpg),086_80f8f853.jpg,(datasets/house_styles/all_images/086_80f8f853.jpg),0.0
428_d2a99125.jpg,(datasets/house_styles/all_images/428_d2a99125.jpg),194_a66427af.jpg,(datasets/house_styles/all_images/194_a66427af.jpg),0.0
142_12fc668a.jpg,(datasets/house_styles/all_images/142_12fc668a.jpg),061_b65cd27e.jpg,(datasets/house_styles/all_images/061_b65cd27e.jpg),0.0
366_6a85a605.jpg,(datasets/house_styles/all_images/366_6a85a605.jpg),284_404c75b4.jpg,(datasets/house_styles/all_images/284_404c75b4.jpg),0.0
477_5cdcd6bf.jpg,(datasets/house_styles/all_images/477_5cdcd6bf.jpg),129_50e2e0b5.jpg,(datasets/house_styles/all_images/129_50e2e0b5.jpg),0.0
251_39ac24cf.jpg,(datasets/house_styles/all_images/251_39ac24cf.jpg),168_73a8fa29.jpg,(datasets/house_styles/all_images/168_73a8fa29.jpg),0.0
149_0d19bc77.jpg,(datasets/house_styles/all_images/149_0d19bc77.jpg),406_3c50af9c.jpg,(datasets/house_styles/all_images/406_3c50af9c.jpg),0.0
251_a8ad17be.jpg,(datasets/house_styles/all_images/251_a8ad17be.jpg),021_6cb715ac.jpg,(datasets/house_styles/all_images/021_6cb715ac.jpg),0.0
145_96c82567.jpg,(datasets/house_styles/all_images/145_96c82567.jpg),060_26c18ddf.jpg,(datasets/house_styles/all_images/060_26c18ddf.jpg),0.0
109_4eafbe2a.jpg,(datasets/house_styles/all_images/109_4eafbe2a.jpg),022_f8c73e27.jpg,(datasets/house_styles/all_images/022_f8c73e27.jpg),0.0
483_19142d94.jpg,(datasets/house_styles/all_images/483_19142d94.jpg),190_c9f886f6.jpg,(datasets/house_styles/all_images/190_c9f886f6.jpg),0.0
310_10bdb154.jpg,(datasets/house_styles/all_images/310_10bdb154.jpg),002_8cdb5424.jpg,(datasets/house_styles/all_images/002_8cdb5424.jpg),0.0
084_dae155bc.jpg,(datasets/house_styles/all_images/084_dae155bc.jpg),216_8570669c.jpg,(datasets/house_styles/all_images/216_8570669c.jpg),0.0
017_ffb23173.jpg,(datasets/house_styles/all_images/017_ffb23173.jpg),236_1c4cda1e.jpg,(datasets/house_styles/all_images/236_1c4cda1e.jpg),0.0
005_dbecd9c4.jpg,(datasets/house_styles/all_images/005_dbecd9c4.jpg),383_2e64dee6.jpg,(datasets/house_styles/all_images/383_2e64dee6.jpg),0.0
018_7868b4d7.jpg,(datasets/house_styles/all_images/018_7868b4d7.jpg),153_acb5cd48.jpg,(datasets/house_styles/all_images/153_acb5cd48.jpg),3
118_8b40a003.jpg,(datasets/house_styles/all_images/118_8b40a003.jpg),236_1c4cda1e.jpg,(datasets/house_styles/all_images/236_1c4cda1e.jpg),0.0
077_7688f758.jpg,(datasets/house_styles/all_images/077_7688f758.jpg),104_617fdb69.jpg,(datasets/house_styles/all_images/104_617fdb69.jpg),0.0
454_3180c2dd.jpg,(datasets/house_styles/all_images/454_3180c2dd.jpg),020_c8201633.jpg,(datasets/house_styles/all_images/020_c8201633.jpg),0.0
336_8af43ef3.jpg,(datasets/house_styles/all_images/336_8af43ef3.jpg),160_392e08da.jpg,(datasets/house_styles/all_images/160_392e08da.jpg),0.0
022_f8c73e27.jpg,(datasets/house_styles/all_images/022_f8c73e27.jpg),094_0a543599.jpg,(datasets/house_styles/all_images/094_0a543599.jpg),2
304_7774d253.jpg,(datasets/house_styles/all_images/304_7774d253.jpg),044_868201d6.jpg,(datasets/house_styles/all_images/044_868201d6.jpg),0.0
435_32929f16.jpg,(datasets/house_styles/all_images/435_32929f16.jpg),177_3216f03e.jpg,(datasets/house_styles/all_images/177_3216f03e.jpg),1
112_f21e8af7.jpg,(datasets/house_styles/all_images/112_f21e8af7.jpg),201_936151d8.jpg,(datasets/house_styles/all_images/201_936151d8.jpg),0.0
130_3436e91b.jpg,(datasets/house_styles/all_images/130_3436e91b.jpg),201_936151d8.jpg,(datasets/house_styles/all_images/201_936151d8.jpg),2
324_b65d6469.jpg,(datasets/house_styles/all_images/324_b65d6469.jpg),132_8e5fa493.jpg,(datasets/house_styles/all_images/132_8e5fa493.jpg),0.0
250_27aa4502.jpg,(datasets/house_styles/all_images/250_27aa4502.jpg),151_d0e35309.jpg,(datasets/house_styles/all_images/151_d0e35309.jpg),0.0
406_e5e906d6.jpg,(datasets/house_styles/all_images/406_e5e906d6.jpg),130_3436e91b.jpg,(datasets/house_styles/all_images/130_3436e91b.jpg),0.0
301_b73b9663.jpg,(datasets/house_styles/all_images/301_b73b9663.jpg),159_7b4fd689.jpg,(datasets/house_styles/all_images/159_7b4fd689.jpg),0.0
166_cb292a05.jpg,(datasets/house_styles/all_images/166_cb292a05.jpg),284_404c75b4.jpg,(datasets/house_styles/all_images/284_404c75b4.jpg),0.0
202_698495e0.jpg,(datasets/house_styles/all_images/202_698495e0.jpg),292_4b1685e4.jpg,(datasets/house_styles/all_images/292_4b1685e4.jpg),0.0
381_f069d506.jpg,(datasets/house_styles/all_images/381_f069d506.jpg),305_b846ee7e.jpg,(datasets/house_styles/all_images/305_b846ee7e.jpg),0.0
456_fc7312d5.jpg,(datasets/house_styles/all_images/456_fc7312d5.jpg),091_1e37e2fa.jpg,(datasets/house_styles/all_images/091_1e37e2fa.jpg),0.0
168_73a8fa29.jpg,(datasets/house_styles/all_images/168_73a8fa29.jpg),077_7688f758.jpg,(datasets/house_styles/all_images/077_7688f758.jpg),3
360_28ef686b.jpg,(datasets/house_styles/all_images/360_28ef686b.jpg),086_80f8f853.jpg,(datasets/house_styles/all_images/086_80f8f853.jpg),0.0
215_23b53307.jpg,(datasets/house_styles/all_images/215_23b53307.jpg),145_96c82567.jpg,(datasets/house_styles/all_images/145_96c82567.jpg),3
196_4a29195b.jpg,(datasets/house_styles/all_images/196_4a29195b.jpg),511_150e9942.jpg,(datasets/house_styles/all_images/511_150e9942.jpg),0.0
073_3528262c.jpg,(datasets/house_styles/all_images/073_3528262c.jpg),343_354bff03.jpg,(datasets/house_styles/all_images/343_354bff03.jpg),3
428_5c14629a.jpg,(datasets/house_styles/all_images/428_5c14629a.jpg),042_06b56791.jpg,(datasets/house_styles/all_images/042_06b56791.jpg),0.0
163_83960f4c.jpg,(datasets/house_styles/all_images/163_83960f4c.jpg),081_156ea596.jpg,(datasets/house_styles/all_images/081_156ea596.jpg),0.0
052_46fd81f7.jpg,(datasets/house_styles/all_images/052_46fd81f7.jpg),024_74f0858b.jpg,(datasets/house_styles/all_images/024_74f0858b.jpg),2
112_e6cb24b4.jpg,(datasets/house_styles/all_images/112_e6cb24b4.jpg),091_1e37e2fa.jpg,(datasets/house_styles/all_images/091_1e37e2fa.jpg),0.0
050_999633cb.jpg,(datasets/house_styles/all_images/050_999633cb.jpg),007_64a3e2e9.jpg,(datasets/house_styles/all_images/007_64a3e2e9.jpg),0.0
202_698495e0.jpg,(datasets/house_styles/all_images/202_698495e0.jpg),039_31ff85ea.jpg,(datasets/house_styles/all_images/039_31ff85ea.jpg),0.0
338_ad39cc5d.jpg,(datasets/house_styles/all_images/338_ad39cc5d.jpg),021_083b8fe4.jpg,(datasets/house_styles/all_images/021_083b8fe4.jpg),0.0
291_93109531.jpg,(datasets/house_styles/all_images/291_93109531.jpg),002_8cdb5424.jpg,(datasets/house_styles/all_images/002_8cdb5424.jpg),0.0
007_97626a67.jpg,(datasets/house_styles/all_images/007_97626a67.jpg),063_15c6964c.jpg,(datasets/house_styles/all_images/063_15c6964c.jpg),0.0
257_f1b4cd5b.jpg,(datasets/house_styles/all_images/257_f1b4cd5b.jpg),094_0a543599.jpg,(datasets/house_styles/all_images/094_0a543599.jpg),0.0
386_03e0eca7.jpg,(datasets/house_styles/all_images/386_03e0eca7.jpg),230_4add03cc.jpg,(datasets/house_styles/all_images/230_4add03cc.jpg),0.0
167_65150acf.jpg,(datasets/house_styles/all_images/167_65150acf.jpg),060_26c18ddf.jpg,(datasets/house_styles/all_images/060_26c18ddf.jpg),0.0
053_9f014739.jpg,(datasets/house_styles/all_images/053_9f014739.jpg),202_55578dea.jpg,(datasets/house_styles/all_images/202_55578dea.jpg),2
334_493d0c20.jpg,(datasets/house_styles/all_images/334_493d0c20.jpg),052_46fd81f7.jpg,(datasets/house_styles/all_images/052_46fd81f7.jpg),0.0
212_af89d52d.jpg,(datasets/house_styles/all_images/212_af89d52d.jpg),304_56934f95.jpg,(datasets/house_styles/all_images/304_56934f95.jpg),2
036_5236be5e.jpg,(datasets/house_styles/all_images/036_5236be5e.jpg),158_0e3358fe.jpg,(datasets/house_styles/all_images/158_0e3358fe.jpg),0.0
007_64a3e2e9.jpg,(datasets/house_styles/all_images/007_64a3e2e9.jpg),094_0a543599.jpg,(datasets/house_styles/all_images/094_0a543599.jpg),0.0
142_ca3ad033.jpg,(datasets/house_styles/all_images/142_ca3ad033.jpg),030_9c171c4b.jpg,(datasets/house_styles/all_images/030_9c171c4b.jpg),0.0
345_5b688cce.jpg,(datasets/house_styles/all_images/345_5b688cce.jpg),030_9c171c4b.jpg,(datasets/house_styles/all_images/030_9c171c4b.jpg),0.0
069_d3bedc1f.jpg,(datasets/house_styles/all_images/069_d3bedc1f.jpg),284_404c75b4.jpg,(datasets/house_styles/all_images/284_404c75b4.jpg),1
267_4433e7a0.jpg,(datasets/house_styles/all_images/267_4433e7a0.jpg),223_ad04fd37.jpg,(datasets/house_styles/all_images/223_ad04fd37.jpg),0.0
301_3ae75cf5.jpg,(datasets/house_styles/all_images/301_3ae75cf5.jpg),155_245ae247.jpg,(datasets/house_styles/all_images/155_245ae247.jpg),0.0
247_7ebd437b.jpg,(datasets/house_styles/all_images/247_7ebd437b.jpg),108_c76f77e2.jpg,(datasets/house_styles/all_images/108_c76f77e2.jpg),0.0
123_d5fed066.jpg,(datasets/house_styles/all_images/123_d5fed066.jpg),184_33cd0b2b.jpg,(datasets/house_styles/all_images/184_33cd0b2b.jpg),0.0
137_16e3cfb6.jpg,(datasets/house_styles/all_images/137_16e3cfb6.jpg),523_4d21f920.jpg,(datasets/house_styles/all_images/523_4d21f920.jpg),0.0
002_a45d2d3c.jpg,(datasets/house_styles/all_images/002_a45d2d3c.jpg),131_c09d4a3f.jpg,(datasets/house_styles/all_images/131_c09d4a3f.jpg),2
073_3528262c.jpg,(datasets/house_styles/all_images/073_3528262c.jpg),041_d7474487.jpg,(datasets/house_styles/all_images/041_d7474487.jpg),1
454_3180c2dd.jpg,(datasets/house_styles/all_images/454_3180c2dd.jpg),156_55935f6b.jpg,(datasets/house_styles/all_images/156_55935f6b.jpg),0.0
347_e3edd904.jpg,(datasets/house_styles/all_images/347_e3edd904.jpg),456_fc7312d5.jpg,(datasets/house_styles/all_images/456_fc7312d5.jpg),0.0
133_91a1133a.jpg,(datasets/house_styles/all_images/133_91a1133a.jpg),059_fc270a5f.jpg,(datasets/house_styles/all_images/059_fc270a5f.jpg),2
020_c8201633.jpg,(datasets/house_styles/all_images/020_c8201633.jpg),018_d675e0cc.jpg,(datasets/house_styles/all_images/018_d675e0cc.jpg),3
397_54b2527d.jpg,(datasets/house_styles/all_images/397_54b2527d.jpg),106_253755c1.jpg,(datasets/house_styles/all_images/106_253755c1.jpg),0.0
366_6a85a605.jpg,(datasets/house_styles/all_images/366_6a85a605.jpg),193_365009dc.jpg,(datasets/house_styles/all_images/193_365009dc.jpg),0.0
229_c8c54b60.jpg,(datasets/house_styles/all_images/229_c8c54b60.jpg),182_b43618bc.jpg,(datasets/house_styles/all_images/182_b43618bc.jpg),0.0
213_80e87065.jpg,(datasets/house_styles/all_images/213_80e87065.jpg),173_e9257949.jpg,(datasets/house_styles/all_images/173_e9257949.jpg),1
229_f79304e9.jpg,(datasets/house_styles/all_images/229_f79304e9.jpg),055_55fbf3ef.jpg,(datasets/house_styles/all_images/055_55fbf3ef.jpg),3
155_732ad883.jpg,(datasets/house_styles/all_images/155_732ad883.jpg),159_f211f05e.jpg,(datasets/house_styles/all_images/159_f211f05e.jpg),3
227_33071f4b.jpg,(datasets/house_styles/all_images/227_33071f4b.jpg),105_1c926771.jpg,(datasets/house_styles/all_images/105_1c926771.jpg),0.0
159_f211f05e.jpg,(datasets/house_styles/all_images/159_f211f05e.jpg),439_cbec03f0.jpg,(datasets/house_styles/all_images/439_cbec03f0.jpg),3
172_fb1c801f.jpg,(datasets/house_styles/all_images/172_fb1c801f.jpg),193_365009dc.jpg,(datasets/house_styles/all_images/193_365009dc.jpg),0.0
017_d780b748.jpg,(datasets/house_styles/all_images/017_d780b748.jpg),040_320b140b.jpg,(datasets/house_styles/all_images/040_320b140b.jpg),3
267_4433e7a0.jpg,(datasets/house_styles/all_images/267_4433e7a0.jpg),474_ebf934b6.jpg,(datasets/house_styles/all_images/474_ebf934b6.jpg),0.0
355_a1185a91.jpg,(datasets/house_styles/all_images/355_a1185a91.jpg),280_78fc43a1.jpg,(datasets/house_styles/all_images/280_78fc43a1.jpg),0.0
100_b2a006af.jpg,(datasets/house_styles/all_images/100_b2a006af.jpg),163_de1fdac4.jpg,(datasets/house_styles/all_images/163_de1fdac4.jpg),0.0
093_94e91f0f.jpg,(datasets/house_styles/all_images/093_94e91f0f.jpg),143_606cf1bf.jpg,(datasets/house_styles/all_images/143_606cf1bf.jpg),0.0
278_069d12d8.jpg,(datasets/house_styles/all_images/278_069d12d8.jpg),174_55a7b3f9.jpg,(datasets/house_styles/all_images/174_55a7b3f9.jpg),0.0
251_39ac24cf.jpg,(datasets/house_styles/all_images/251_39ac24cf.jpg),125_4eba27a5.jpg,(datasets/house_styles/all_images/125_4eba27a5.jpg),0.0
177_4cc50260.jpg,(datasets/house_styles/all_images/177_4cc50260.jpg),147_579b3c29.jpg,(datasets/house_styles/all_images/147_579b3c29.jpg),2
112_f21e8af7.jpg,(datasets/house_styles/all_images/112_f21e8af7.jpg),141_965cfe04.jpg,(datasets/house_styles/all_images/141_965cfe04.jpg),0.0
081_21153085.jpg,(datasets/house_styles/all_images/081_21153085.jpg),212_aea88577.jpg,(datasets/house_styles/all_images/212_aea88577.jpg),0.0
430_4e0ee28c.jpg,(datasets/house_styles/all_images/430_4e0ee28c.jpg),067_6de6b577.jpg,(datasets/house_styles/all_images/067_6de6b577.jpg),0.0
114_74c3329d.jpg,(datasets/house_styles/all_images/114_74c3329d.jpg),113_3b341645.jpg,(datasets/house_styles/all_images/113_3b341645.jpg),1
273_95a29a86.jpg,(datasets/house_styles/all_images/273_95a29a86.jpg),020_616a995d.jpg,(datasets/house_styles/all_images/020_616a995d.jpg),3
061_0e8f4935.jpg,(datasets/house_styles/all_images/061_0e8f4935.jpg),159_7b4fd689.jpg,(datasets/house_styles/all_images/159_7b4fd689.jpg),0.0
250_27aa4502.jpg,(datasets/house_styles/all_images/250_27aa4502.jpg),058_7f8c2954.jpg,(datasets/house_styles/all_images/058_7f8c2954.jpg),0.0
031_d4da03e3.jpg,(datasets/house_styles/all_images/031_d4da03e3.jpg),301_3ae75cf5.jpg,(datasets/house_styles/all_images/301_3ae75cf5.jpg),2
160_392e08da.jpg,(datasets/house_styles/all_images/160_392e08da.jpg),143_606cf1bf.jpg,(datasets/house_styles/all_images/143_606cf1bf.jpg),1
435_32929f16.jpg,(datasets/house_styles/all_images/435_32929f16.jpg),196_9adb6d83.jpg,(datasets/house_styles/all_images/196_9adb6d83.jpg),0.0
336_8af43ef3.jpg,(datasets/house_styles/all_images/336_8af43ef3.jpg),511_150e9942.jpg,(datasets/house_styles/all_images/511_150e9942.jpg),0.0
125_743047fb.jpg,(datasets/house_styles/all_images/125_743047fb.jpg),040_320b140b.jpg,(datasets/house_styles/all_images/040_320b140b.jpg),3
524_adfc8645.jpg,(datasets/house_styles/all_images/524_adfc8645.jpg),044_12d72bf2.jpg,(datasets/house_styles/all_images/044_12d72bf2.jpg),2
182_b43618bc.jpg,(datasets/house_styles/all_images/182_b43618bc.jpg),174_55a7b3f9.jpg,(datasets/house_styles/all_images/174_55a7b3f9.jpg),1
151_cffbc324.jpg,(datasets/house_styles/all_images/151_cffbc324.jpg),504_06424815.jpg,(datasets/house_styles/all_images/504_06424815.jpg),0.0
093_94e91f0f.jpg,(datasets/house_styles/all_images/093_94e91f0f.jpg),508_f213ab72.jpg,(datasets/house_styles/all_images/508_f213ab72.jpg),3
