query_image,query_image_path,retrieved_image,retrieved_image_path,similarity
202_698495e0.jpg,(datasets/house_styles/all_images/202_698495e0.jpg),026_01045d0b.jpg,(datasets/house_styles/all_images/026_01045d0b.jpg),0.0
202_698495e0.jpg,(datasets/house_styles/all_images/202_698495e0.jpg),284_1d326f0c.jpg,(datasets/house_styles/all_images/284_1d326f0c.jpg),3
202_698495e0.jpg,(datasets/house_styles/all_images/202_698495e0.jpg),055_55fbf3ef.jpg,(datasets/house_styles/all_images/055_55fbf3ef.jpg),3
202_698495e0.jpg,(datasets/house_styles/all_images/202_698495e0.jpg),343_354bff03.jpg,(datasets/house_styles/all_images/343_354bff03.jpg),2
083_1941f4a1.jpg,(datasets/house_styles/all_images/083_1941f4a1.jpg),103_615e0fa4.jpg,(datasets/house_styles/all_images/103_615e0fa4.jpg),3
083_1941f4a1.jpg,(datasets/house_styles/all_images/083_1941f4a1.jpg),244_81b4770c.jpg,(datasets/house_styles/all_images/244_81b4770c.jpg),0.0
083_1941f4a1.jpg,(datasets/house_styles/all_images/083_1941f4a1.jpg),301_3ae75cf5.jpg,(datasets/house_styles/all_images/301_3ae75cf5.jpg),0.0
083_1941f4a1.jpg,(datasets/house_styles/all_images/083_1941f4a1.jpg),289_6a6ec65c.jpg,(datasets/house_styles/all_images/289_6a6ec65c.jpg),0.0
083_1941f4a1.jpg,(datasets/house_styles/all_images/083_1941f4a1.jpg),194_a66427af.jpg,(datasets/house_styles/all_images/194_a66427af.jpg),1
294_3260f65d.jpg,(datasets/house_styles/all_images/294_3260f65d.jpg),310_10bdb154.jpg,(datasets/house_styles/all_images/310_10bdb154.jpg),3
294_3260f65d.jpg,(datasets/house_styles/all_images/294_3260f65d.jpg),067_c93d4864.jpg,(datasets/house_styles/all_images/067_c93d4864.jpg),3
294_3260f65d.jpg,(datasets/house_styles/all_images/294_3260f65d.jpg),262_8a21b6d1.jpg,(datasets/house_styles/all_images/262_8a21b6d1.jpg),3
294_3260f65d.jpg,(datasets/house_styles/all_images/294_3260f65d.jpg),360_96bf2f72.jpg,(datasets/house_styles/all_images/360_96bf2f72.jpg),3
294_3260f65d.jpg,(datasets/house_styles/all_images/294_3260f65d.jpg),255_c44d1f35.jpg,(datasets/house_styles/all_images/255_c44d1f35.jpg),0.0
154_dc6f5bd3.jpg,(datasets/house_styles/all_images/154_dc6f5bd3.jpg),172_f807dd8b.jpg,(datasets/house_styles/all_images/172_f807dd8b.jpg),1
154_dc6f5bd3.jpg,(datasets/house_styles/all_images/154_dc6f5bd3.jpg),360_28ef686b.jpg,(datasets/house_styles/all_images/360_28ef686b.jpg),0.0
154_dc6f5bd3.jpg,(datasets/house_styles/all_images/154_dc6f5bd3.jpg),456_fc7312d5.jpg,(datasets/house_styles/all_images/456_fc7312d5.jpg),0.0
154_dc6f5bd3.jpg,(datasets/house_styles/all_images/154_dc6f5bd3.jpg),355_a1185a91.jpg,(datasets/house_styles/all_images/355_a1185a91.jpg),0.0
154_dc6f5bd3.jpg,(datasets/house_styles/all_images/154_dc6f5bd3.jpg),399_33c5d6dd.jpg,(datasets/house_styles/all_images/399_33c5d6dd.jpg),0.0
059_fc270a5f.jpg,(datasets/house_styles/all_images/059_fc270a5f.jpg),143_606cf1bf.jpg,(datasets/house_styles/all_images/143_606cf1bf.jpg),2
059_fc270a5f.jpg,(datasets/house_styles/all_images/059_fc270a5f.jpg),374_77df1653.jpg,(datasets/house_styles/all_images/374_77df1653.jpg),0.0
059_fc270a5f.jpg,(datasets/house_styles/all_images/059_fc270a5f.jpg),395_161d702a.jpg,(datasets/house_styles/all_images/395_161d702a.jpg),0.0
059_fc270a5f.jpg,(datasets/house_styles/all_images/059_fc270a5f.jpg),124_2360e50d.jpg,(datasets/house_styles/all_images/124_2360e50d.jpg),2
059_fc270a5f.jpg,(datasets/house_styles/all_images/059_fc270a5f.jpg),098_cff86baa.jpg,(datasets/house_styles/all_images/098_cff86baa.jpg),3
061_b65cd27e.jpg,(datasets/house_styles/all_images/061_b65cd27e.jpg),028_977e3b62.jpg,(datasets/house_styles/all_images/028_977e3b62.jpg),0.0
061_b65cd27e.jpg,(datasets/house_styles/all_images/061_b65cd27e.jpg),043_0c48915e.jpg,(datasets/house_styles/all_images/043_0c48915e.jpg),0.0
061_b65cd27e.jpg,(datasets/house_styles/all_images/061_b65cd27e.jpg),225_25606f44.jpg,(datasets/house_styles/all_images/225_25606f44.jpg),1
061_b65cd27e.jpg,(datasets/house_styles/all_images/061_b65cd27e.jpg),147_579b3c29.jpg,(datasets/house_styles/all_images/147_579b3c29.jpg),0.0
061_b65cd27e.jpg,(datasets/house_styles/all_images/061_b65cd27e.jpg),176_b6772afe.jpg,(datasets/house_styles/all_images/176_b6772afe.jpg),0.0
004_c3667694.jpg,(datasets/house_styles/all_images/004_c3667694.jpg),177_3216f03e.jpg,(datasets/house_styles/all_images/177_3216f03e.jpg),3
004_c3667694.jpg,(datasets/house_styles/all_images/004_c3667694.jpg),014_32b0d77e.jpg,(datasets/house_styles/all_images/014_32b0d77e.jpg),1
004_c3667694.jpg,(datasets/house_styles/all_images/004_c3667694.jpg),039_31ff85ea.jpg,(datasets/house_styles/all_images/039_31ff85ea.jpg),0.0
004_c3667694.jpg,(datasets/house_styles/all_images/004_c3667694.jpg),021_6cb715ac.jpg,(datasets/house_styles/all_images/021_6cb715ac.jpg),0.0
004_c3667694.jpg,(datasets/house_styles/all_images/004_c3667694.jpg),029_e7108035.jpg,(datasets/house_styles/all_images/029_e7108035.jpg),0.0
206_9b5a908f.jpg,(datasets/house_styles/all_images/206_9b5a908f.jpg),081_21153085.jpg,(datasets/house_styles/all_images/081_21153085.jpg),2
206_9b5a908f.jpg,(datasets/house_styles/all_images/206_9b5a908f.jpg),060_8fb534d5.jpg,(datasets/house_styles/all_images/060_8fb534d5.jpg),3
206_9b5a908f.jpg,(datasets/house_styles/all_images/206_9b5a908f.jpg),301_b73b9663.jpg,(datasets/house_styles/all_images/301_b73b9663.jpg),2
206_9b5a908f.jpg,(datasets/house_styles/all_images/206_9b5a908f.jpg),334_493d0c20.jpg,(datasets/house_styles/all_images/334_493d0c20.jpg),3
206_9b5a908f.jpg,(datasets/house_styles/all_images/206_9b5a908f.jpg),357_27ab49c8.jpg,(datasets/house_styles/all_images/357_27ab49c8.jpg),2
078_d09c7ede.jpg,(datasets/house_styles/all_images/078_d09c7ede.jpg),122_e44a0cb3.jpg,(datasets/house_styles/all_images/122_e44a0cb3.jpg),3
078_d09c7ede.jpg,(datasets/house_styles/all_images/078_d09c7ede.jpg),356_efd8fc80.jpg,(datasets/house_styles/all_images/356_efd8fc80.jpg),0.0
078_d09c7ede.jpg,(datasets/house_styles/all_images/078_d09c7ede.jpg),105_1c926771.jpg,(datasets/house_styles/all_images/105_1c926771.jpg),0.0
078_d09c7ede.jpg,(datasets/house_styles/all_images/078_d09c7ede.jpg),017_ffb23173.jpg,(datasets/house_styles/all_images/017_ffb23173.jpg),0.0
078_d09c7ede.jpg,(datasets/house_styles/all_images/078_d09c7ede.jpg),196_4a29195b.jpg,(datasets/house_styles/all_images/196_4a29195b.jpg),0.0
073_3528262c.jpg,(datasets/house_styles/all_images/073_3528262c.jpg),372_396c03a6.jpg,(datasets/house_styles/all_images/372_396c03a6.jpg),2
073_3528262c.jpg,(datasets/house_styles/all_images/073_3528262c.jpg),278_069d12d8.jpg,(datasets/house_styles/all_images/278_069d12d8.jpg),0.0
073_3528262c.jpg,(datasets/house_styles/all_images/073_3528262c.jpg),381_f069d506.jpg,(datasets/house_styles/all_images/381_f069d506.jpg),2
073_3528262c.jpg,(datasets/house_styles/all_images/073_3528262c.jpg),160_392e08da.jpg,(datasets/house_styles/all_images/160_392e08da.jpg),0.0
073_3528262c.jpg,(datasets/house_styles/all_images/073_3528262c.jpg),233_ceab4e67.jpg,(datasets/house_styles/all_images/233_ceab4e67.jpg),0.0
297_e9c8dc5c.jpg,(datasets/house_styles/all_images/297_e9c8dc5c.jpg),161_ecee3bf9.jpg,(datasets/house_styles/all_images/161_ecee3bf9.jpg),1
297_e9c8dc5c.jpg,(datasets/house_styles/all_images/297_e9c8dc5c.jpg),215_23b53307.jpg,(datasets/house_styles/all_images/215_23b53307.jpg),0.0
297_e9c8dc5c.jpg,(datasets/house_styles/all_images/297_e9c8dc5c.jpg),142_12fc668a.jpg,(datasets/house_styles/all_images/142_12fc668a.jpg),2
297_e9c8dc5c.jpg,(datasets/house_styles/all_images/297_e9c8dc5c.jpg),010_0e38a333.jpg,(datasets/house_styles/all_images/010_0e38a333.jpg),3
297_e9c8dc5c.jpg,(datasets/house_styles/all_images/297_e9c8dc5c.jpg),141_965cfe04.jpg,(datasets/house_styles/all_images/141_965cfe04.jpg),0.0
139_38ae72c7.jpg,(datasets/house_styles/all_images/139_38ae72c7.jpg),406_3c50af9c.jpg,(datasets/house_styles/all_images/406_3c50af9c.jpg),3
139_38ae72c7.jpg,(datasets/house_styles/all_images/139_38ae72c7.jpg),094_0a543599.jpg,(datasets/house_styles/all_images/094_0a543599.jpg),1
139_38ae72c7.jpg,(datasets/house_styles/all_images/139_38ae72c7.jpg),081_156ea596.jpg,(datasets/house_styles/all_images/081_156ea596.jpg),3
139_38ae72c7.jpg,(datasets/house_styles/all_images/139_38ae72c7.jpg),145_96c82567.jpg,(datasets/house_styles/all_images/145_96c82567.jpg),0.0
139_38ae72c7.jpg,(datasets/house_styles/all_images/139_38ae72c7.jpg),511_150e9942.jpg,(datasets/house_styles/all_images/511_150e9942.jpg),0.0
219_d4a22bde.jpg,(datasets/house_styles/all_images/219_d4a22bde.jpg),190_48347536.jpg,(datasets/house_styles/all_images/190_48347536.jpg),3
219_d4a22bde.jpg,(datasets/house_styles/all_images/219_d4a22bde.jpg),324_b65d6469.jpg,(datasets/house_styles/all_images/324_b65d6469.jpg),1
219_d4a22bde.jpg,(datasets/house_styles/all_images/219_d4a22bde.jpg),010_0e38a333.jpg,(datasets/house_styles/all_images/010_0e38a333.jpg),2
219_d4a22bde.jpg,(datasets/house_styles/all_images/219_d4a22bde.jpg),042_636dd3d3.jpg,(datasets/house_styles/all_images/042_636dd3d3.jpg),0.0
219_d4a22bde.jpg,(datasets/house_styles/all_images/219_d4a22bde.jpg),021_25ad37e4.jpg,(datasets/house_styles/all_images/021_25ad37e4.jpg),3
539_897f21ca.jpg,(datasets/house_styles/all_images/539_897f21ca.jpg),055_6622ba93.jpg,(datasets/house_styles/all_images/055_6622ba93.jpg),0.0
539_897f21ca.jpg,(datasets/house_styles/all_images/539_897f21ca.jpg),117_d5ce16c2.jpg,(datasets/house_styles/all_images/117_d5ce16c2.jpg),0.0
539_897f21ca.jpg,(datasets/house_styles/all_images/539_897f21ca.jpg),086_80f8f853.jpg,(datasets/house_styles/all_images/086_80f8f853.jpg),0.0
539_897f21ca.jpg,(datasets/house_styles/all_images/539_897f21ca.jpg),142_a3bbdd3d.jpg,(datasets/house_styles/all_images/142_a3bbdd3d.jpg),0.0
539_897f21ca.jpg,(datasets/house_styles/all_images/539_897f21ca.jpg),019_61d9365b.jpg,(datasets/house_styles/all_images/019_61d9365b.jpg),3
227_33071f4b.jpg,(datasets/house_styles/all_images/227_33071f4b.jpg),178_63fd8a7b.jpg,(datasets/house_styles/all_images/178_63fd8a7b.jpg),3
227_33071f4b.jpg,(datasets/house_styles/all_images/227_33071f4b.jpg),149_0d19bc77.jpg,(datasets/house_styles/all_images/149_0d19bc77.jpg),3.0
227_33071f4b.jpg,(datasets/house_styles/all_images/227_33071f4b.jpg),068_b5fe6a9b.jpg,(datasets/house_styles/all_images/068_b5fe6a9b.jpg),0.0
227_33071f4b.jpg,(datasets/house_styles/all_images/227_33071f4b.jpg),008_a0cf2e04.jpg,(datasets/house_styles/all_images/008_a0cf2e04.jpg),0.0
227_33071f4b.jpg,(datasets/house_styles/all_images/227_33071f4b.jpg),504_06424815.jpg,(datasets/house_styles/all_images/504_06424815.jpg),0.0
205_0ec9560b.jpg,(datasets/house_styles/all_images/205_0ec9560b.jpg),192_f498f294.jpg,(datasets/house_styles/all_images/192_f498f294.jpg),3
205_0ec9560b.jpg,(datasets/house_styles/all_images/205_0ec9560b.jpg),415_4b0724cb.jpg,(datasets/house_styles/all_images/415_4b0724cb.jpg),2
205_0ec9560b.jpg,(datasets/house_styles/all_images/205_0ec9560b.jpg),014_459a0075.jpg,(datasets/house_styles/all_images/014_459a0075.jpg),2
205_0ec9560b.jpg,(datasets/house_styles/all_images/205_0ec9560b.jpg),176_b6772afe.jpg,(datasets/house_styles/all_images/176_b6772afe.jpg),3
205_0ec9560b.jpg,(datasets/house_styles/all_images/205_0ec9560b.jpg),019_61d9365b.jpg,(datasets/house_styles/all_images/019_61d9365b.jpg),0.0
044_d4a75e1b.jpg,(datasets/house_styles/all_images/044_d4a75e1b.jpg),002_a45d2d3c.jpg,(datasets/house_styles/all_images/002_a45d2d3c.jpg),0.0
044_d4a75e1b.jpg,(datasets/house_styles/all_images/044_d4a75e1b.jpg),346_e98ba7a9.jpg,(datasets/house_styles/all_images/346_e98ba7a9.jpg),1
044_d4a75e1b.jpg,(datasets/house_styles/all_images/044_d4a75e1b.jpg),194_a66427af.jpg,(datasets/house_styles/all_images/194_a66427af.jpg),0.0
044_d4a75e1b.jpg,(datasets/house_styles/all_images/044_d4a75e1b.jpg),206_08d285c6.jpg,(datasets/house_styles/all_images/206_08d285c6.jpg),0.0
044_d4a75e1b.jpg,(datasets/house_styles/all_images/044_d4a75e1b.jpg),009_91fd0193.jpg,(datasets/house_styles/all_images/009_91fd0193.jpg),0.0
388_aa0bd42a.jpg,(datasets/house_styles/all_images/388_aa0bd42a.jpg),118_d035210b.jpg,(datasets/house_styles/all_images/118_d035210b.jpg),0.0
388_aa0bd42a.jpg,(datasets/house_styles/all_images/388_aa0bd42a.jpg),063_15c6964c.jpg,(datasets/house_styles/all_images/063_15c6964c.jpg),0.0
388_aa0bd42a.jpg,(datasets/house_styles/all_images/388_aa0bd42a.jpg),009_f852438c.jpg,(datasets/house_styles/all_images/009_f852438c.jpg),0.0
388_aa0bd42a.jpg,(datasets/house_styles/all_images/388_aa0bd42a.jpg),142_a3bbdd3d.jpg,(datasets/house_styles/all_images/142_a3bbdd3d.jpg),0.0
388_aa0bd42a.jpg,(datasets/house_styles/all_images/388_aa0bd42a.jpg),019_61d9365b.jpg,(datasets/house_styles/all_images/019_61d9365b.jpg),0.0
049_745f0b5c.jpg,(datasets/house_styles/all_images/049_745f0b5c.jpg),131_1251d4eb.jpg,(datasets/house_styles/all_images/131_1251d4eb.jpg),3
049_745f0b5c.jpg,(datasets/house_styles/all_images/049_745f0b5c.jpg),105_1c926771.jpg,(datasets/house_styles/all_images/105_1c926771.jpg),0.0
049_745f0b5c.jpg,(datasets/house_styles/all_images/049_745f0b5c.jpg),010_0e38a333.jpg,(datasets/house_styles/all_images/010_0e38a333.jpg),3
049_745f0b5c.jpg,(datasets/house_styles/all_images/049_745f0b5c.jpg),042_636dd3d3.jpg,(datasets/house_styles/all_images/042_636dd3d3.jpg),0.0
049_745f0b5c.jpg,(datasets/house_styles/all_images/049_745f0b5c.jpg),212_aea88577.jpg,(datasets/house_styles/all_images/212_aea88577.jpg),0.0
034_ad26fac6.jpg,(datasets/house_styles/all_images/034_ad26fac6.jpg),078_abdcd606.jpg,(datasets/house_styles/all_images/078_abdcd606.jpg),0.0
034_ad26fac6.jpg,(datasets/house_styles/all_images/034_ad26fac6.jpg),181_7a55eb4a.jpg,(datasets/house_styles/all_images/181_7a55eb4a.jpg),0.0
034_ad26fac6.jpg,(datasets/house_styles/all_images/034_ad26fac6.jpg),017_d780b748.jpg,(datasets/house_styles/all_images/017_d780b748.jpg),3
034_ad26fac6.jpg,(datasets/house_styles/all_images/034_ad26fac6.jpg),009_f852438c.jpg,(datasets/house_styles/all_images/009_f852438c.jpg),3
034_ad26fac6.jpg,(datasets/house_styles/all_images/034_ad26fac6.jpg),338_ad39cc5d.jpg,(datasets/house_styles/all_images/338_ad39cc5d.jpg),0.0
031_a6f9a9fe.jpg,(datasets/house_styles/all_images/031_a6f9a9fe.jpg),010_0e38a333.jpg,(datasets/house_styles/all_images/010_0e38a333.jpg),3.0
031_a6f9a9fe.jpg,(datasets/house_styles/all_images/031_a6f9a9fe.jpg),142_12fc668a.jpg,(datasets/house_styles/all_images/142_12fc668a.jpg),3
031_a6f9a9fe.jpg,(datasets/house_styles/all_images/031_a6f9a9fe.jpg),342_9ee8b214.jpg,(datasets/house_styles/all_images/342_9ee8b214.jpg),2
031_a6f9a9fe.jpg,(datasets/house_styles/all_images/031_a6f9a9fe.jpg),215_23b53307.jpg,(datasets/house_styles/all_images/215_23b53307.jpg),0.0
031_a6f9a9fe.jpg,(datasets/house_styles/all_images/031_a6f9a9fe.jpg),043_0c48915e.jpg,(datasets/house_styles/all_images/043_0c48915e.jpg),2
078_9e2d5f02.jpg,(datasets/house_styles/all_images/078_9e2d5f02.jpg),112_e6cb24b4.jpg,(datasets/house_styles/all_images/112_e6cb24b4.jpg),0.0
078_9e2d5f02.jpg,(datasets/house_styles/all_images/078_9e2d5f02.jpg),021_083b8fe4.jpg,(datasets/house_styles/all_images/021_083b8fe4.jpg),0.0
078_9e2d5f02.jpg,(datasets/house_styles/all_images/078_9e2d5f02.jpg),105_1c926771.jpg,(datasets/house_styles/all_images/105_1c926771.jpg),0.0
078_9e2d5f02.jpg,(datasets/house_styles/all_images/078_9e2d5f02.jpg),075_7b7e25b1.jpg,(datasets/house_styles/all_images/075_7b7e25b1.jpg),3
078_9e2d5f02.jpg,(datasets/house_styles/all_images/078_9e2d5f02.jpg),053_9f014739.jpg,(datasets/house_styles/all_images/053_9f014739.jpg),0.0
198_7df0d8be.jpg,(datasets/house_styles/all_images/198_7df0d8be.jpg),143_606cf1bf.jpg,(datasets/house_styles/all_images/143_606cf1bf.jpg),1
198_7df0d8be.jpg,(datasets/house_styles/all_images/198_7df0d8be.jpg),060_8fb534d5.jpg,(datasets/house_styles/all_images/060_8fb534d5.jpg),0.0
198_7df0d8be.jpg,(datasets/house_styles/all_images/198_7df0d8be.jpg),301_b73b9663.jpg,(datasets/house_styles/all_images/301_b73b9663.jpg),0.0
198_7df0d8be.jpg,(datasets/house_styles/all_images/198_7df0d8be.jpg),357_27ab49c8.jpg,(datasets/house_styles/all_images/357_27ab49c8.jpg),0.0
198_7df0d8be.jpg,(datasets/house_styles/all_images/198_7df0d8be.jpg),052_46fd81f7.jpg,(datasets/house_styles/all_images/052_46fd81f7.jpg),0.0
114_dd2dcd98.jpg,(datasets/house_styles/all_images/114_dd2dcd98.jpg),233_ca38f1ee.jpg,(datasets/house_styles/all_images/233_ca38f1ee.jpg),0.0
114_dd2dcd98.jpg,(datasets/house_styles/all_images/114_dd2dcd98.jpg),186_ab31fc0e.jpg,(datasets/house_styles/all_images/186_ab31fc0e.jpg),0.0
114_dd2dcd98.jpg,(datasets/house_styles/all_images/114_dd2dcd98.jpg),236_8b82502f.jpg,(datasets/house_styles/all_images/236_8b82502f.jpg),0.0
114_dd2dcd98.jpg,(datasets/house_styles/all_images/114_dd2dcd98.jpg),131_1251d4eb.jpg,(datasets/house_styles/all_images/131_1251d4eb.jpg),0.0
114_dd2dcd98.jpg,(datasets/house_styles/all_images/114_dd2dcd98.jpg),360_96bf2f72.jpg,(datasets/house_styles/all_images/360_96bf2f72.jpg),0.0
077_7688f758.jpg,(datasets/house_styles/all_images/077_7688f758.jpg),280_78fc43a1.jpg,(datasets/house_styles/all_images/280_78fc43a1.jpg),1
077_7688f758.jpg,(datasets/house_styles/all_images/077_7688f758.jpg),010_0e38a333.jpg,(datasets/house_styles/all_images/010_0e38a333.jpg),0.0
077_7688f758.jpg,(datasets/house_styles/all_images/077_7688f758.jpg),215_23b53307.jpg,(datasets/house_styles/all_images/215_23b53307.jpg),2
077_7688f758.jpg,(datasets/house_styles/all_images/077_7688f758.jpg),187_f9d3cf18.jpg,(datasets/house_styles/all_images/187_f9d3cf18.jpg),0.0
077_7688f758.jpg,(datasets/house_styles/all_images/077_7688f758.jpg),017_d780b748.jpg,(datasets/house_styles/all_images/017_d780b748.jpg),0.0
109_e1b4cdd0.jpg,(datasets/house_styles/all_images/109_e1b4cdd0.jpg),443_c3788bc5.jpg,(datasets/house_styles/all_images/443_c3788bc5.jpg),0.0
109_e1b4cdd0.jpg,(datasets/house_styles/all_images/109_e1b4cdd0.jpg),454_3180c2dd.jpg,(datasets/house_styles/all_images/454_3180c2dd.jpg),0.0
109_e1b4cdd0.jpg,(datasets/house_styles/all_images/109_e1b4cdd0.jpg),290_13009e8e.jpg,(datasets/house_styles/all_images/290_13009e8e.jpg),0.0
109_e1b4cdd0.jpg,(datasets/house_styles/all_images/109_e1b4cdd0.jpg),318_8eeda507.jpg,(datasets/house_styles/all_images/318_8eeda507.jpg),0.0
109_e1b4cdd0.jpg,(datasets/house_styles/all_images/109_e1b4cdd0.jpg),145_96c82567.jpg,(datasets/house_styles/all_images/145_96c82567.jpg),0.0
466_b488daef.jpg,(datasets/house_styles/all_images/466_b488daef.jpg),134_d4b8c73f.jpg,(datasets/house_styles/all_images/134_d4b8c73f.jpg),3
466_b488daef.jpg,(datasets/house_styles/all_images/466_b488daef.jpg),015_6216de41.jpg,(datasets/house_styles/all_images/015_6216de41.jpg),3
466_b488daef.jpg,(datasets/house_styles/all_images/466_b488daef.jpg),251_a8ad17be.jpg,(datasets/house_styles/all_images/251_a8ad17be.jpg),3
466_b488daef.jpg,(datasets/house_styles/all_images/466_b488daef.jpg),153_acb5cd48.jpg,(datasets/house_styles/all_images/153_acb5cd48.jpg),2
466_b488daef.jpg,(datasets/house_styles/all_images/466_b488daef.jpg),295_cf4856da.jpg,(datasets/house_styles/all_images/295_cf4856da.jpg),3
523_4d21f920.jpg,(datasets/house_styles/all_images/523_4d21f920.jpg),062_a5891b74.jpg,(datasets/house_styles/all_images/062_a5891b74.jpg),0.0
523_4d21f920.jpg,(datasets/house_styles/all_images/523_4d21f920.jpg),229_c8c54b60.jpg,(datasets/house_styles/all_images/229_c8c54b60.jpg),
523_4d21f920.jpg,(datasets/house_styles/all_images/523_4d21f920.jpg),089_23d6d672.jpg,(datasets/house_styles/all_images/089_23d6d672.jpg),
523_4d21f920.jpg,(datasets/house_styles/all_images/523_4d21f920.jpg),352_a6c3229c.jpg,(datasets/house_styles/all_images/352_a6c3229c.jpg),
523_4d21f920.jpg,(datasets/house_styles/all_images/523_4d21f920.jpg),201_edbb9f6e.jpg,(datasets/house_styles/all_images/201_edbb9f6e.jpg),
270_b478d734.jpg,(datasets/house_styles/all_images/270_b478d734.jpg),027_07aeccc3.jpg,(datasets/house_styles/all_images/027_07aeccc3.jpg),
270_b478d734.jpg,(datasets/house_styles/all_images/270_b478d734.jpg),346_e98ba7a9.jpg,(datasets/house_styles/all_images/346_e98ba7a9.jpg),0.0
270_b478d734.jpg,(datasets/house_styles/all_images/270_b478d734.jpg),002_a45d2d3c.jpg,(datasets/house_styles/all_images/002_a45d2d3c.jpg),0.0
270_b478d734.jpg,(datasets/house_styles/all_images/270_b478d734.jpg),483_19142d94.jpg,(datasets/house_styles/all_images/483_19142d94.jpg),0.0
270_b478d734.jpg,(datasets/house_styles/all_images/270_b478d734.jpg),395_161d702a.jpg,(datasets/house_styles/all_images/395_161d702a.jpg),0.0
152_3e513879.jpg,(datasets/house_styles/all_images/152_3e513879.jpg),118_d035210b.jpg,(datasets/house_styles/all_images/118_d035210b.jpg),
152_3e513879.jpg,(datasets/house_styles/all_images/152_3e513879.jpg),094_0a543599.jpg,(datasets/house_styles/all_images/094_0a543599.jpg),
152_3e513879.jpg,(datasets/house_styles/all_images/152_3e513879.jpg),055_6622ba93.jpg,(datasets/house_styles/all_images/055_6622ba93.jpg),
152_3e513879.jpg,(datasets/house_styles/all_images/152_3e513879.jpg),086_80f8f853.jpg,(datasets/house_styles/all_images/086_80f8f853.jpg),
152_3e513879.jpg,(datasets/house_styles/all_images/152_3e513879.jpg),117_d5ce16c2.jpg,(datasets/house_styles/all_images/117_d5ce16c2.jpg),2.0
487_6af5bc71.jpg,(datasets/house_styles/all_images/487_6af5bc71.jpg),294_f336ba11.jpg,(datasets/house_styles/all_images/294_f336ba11.jpg),
487_6af5bc71.jpg,(datasets/house_styles/all_images/487_6af5bc71.jpg),040_320b140b.jpg,(datasets/house_styles/all_images/040_320b140b.jpg),0.0
487_6af5bc71.jpg,(datasets/house_styles/all_images/487_6af5bc71.jpg),137_16e3cfb6.jpg,(datasets/house_styles/all_images/137_16e3cfb6.jpg),
487_6af5bc71.jpg,(datasets/house_styles/all_images/487_6af5bc71.jpg),067_6de6b577.jpg,(datasets/house_styles/all_images/067_6de6b577.jpg),0.0
487_6af5bc71.jpg,(datasets/house_styles/all_images/487_6af5bc71.jpg),011_cc99985c.jpg,(datasets/house_styles/all_images/011_cc99985c.jpg),
040_6ddfd3e7.jpg,(datasets/house_styles/all_images/040_6ddfd3e7.jpg),467_834e3436.jpg,(datasets/house_styles/all_images/467_834e3436.jpg),
